-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120
-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213121,-213121,-213122,-213124,-213125,-213127,-213130,-213133,-213137,-213141,-213145,-213150,-213155,-213160,-213166,-213171,-213176,-213181,-213184,-213187,-213190,-213191,-213191,-213190,-213188,-213186,-213182,-213179,-213174,-213170,-213165,-213160,-213154,-213149,-213144,-213139,-213135,-213130,-213125,-213120
-213120,-213120,-213120,-213119,-213120,-213120,-213120,-213121,-213123,-213125,-213127,-213131,-213135,-213140,-213146,-213153,-213161,-213170,-213180,-213191,-213202,-213213,-213224,-213234,-213243,-213251,-213257,-213262,-213264,-213264,-213263,-213259,-213254,-213247,-213239,-213230,-213221,-213211,-213200,-213190,-213180,-213170,-213160,-213150,-213140,-213130,-213120
-213120,-213120,-213119,-213119,-213119,-213119,-213120,-213121,-213123,-213126,-213130,-213135,-213142,-213149,-213159,-213170,-213182,-213196,-213211,-213228,-213245,-213262,-213279,-213295,-213309,-213321,-213331,-213338,-213342,-213342,-213340,-213334,-213326,-213316,-213303,-213290,-213275,-213259,-213244,-213228,-213212,-213196,-213181,-213165,-213150,-213135,-213120
-213120,-213119,-213119,-213118,-213118,-213118,-213119,-213121,-213123,-213127,-213132,-213139,-213148,-213158,-213171,-213186,-213203,-213222,-213243,-213266,-213290,-213314,-213337,-213360,-213380,-213397,-213411,-213421,-213426,-213427,-213423,-213415,-213404,-213390,-213373,-213353,-213333,-213312,-213290,-213268,-213246,-213224,-213203,-213182,-213161,-213141,-213120
-213120,-213119,-213118,-213117,-213117,-213117,-213118,-213119,-213122,-213127,-213133,-213142,-213152,-213166,-213182,-213201,-213223,-213248,-213276,-213305,-213337,-213368,-213400,-213430,-213457,-213480,-213499,-213512,-213519,-213520,-213515,-213505,-213490,-213471,-213448,-213423,-213396,-213368,-213340,-213311,-213283,-213255,-213227,-213200,-213173,-213147,-213120
-213120,-213118,-213117,-213115,-213114,-213114,-213115,-213117,-213120,-213125,-213132,-213142,-213155,-213171,-213191,-213215,-213242,-213273,-213308,-213346,-213386,-213427,-213467,-213506,-213542,-213572,-213596,-213613,-213622,-213623,-213617,-213604,-213585,-213560,-213531,-213499,-213465,-213430,-213394,-213358,-213322,-213287,-213253,-213219,-213186,-213153,-213120
-213120,-213117,-213115,-213113,-213111,-213110,-213111,-213112,-213116,-213121,-213129,-213141,-213156,-213175,-213198,-213226,-213259,-213297,-213340,-213387,-213437,-213489,-213540,-213590,-213635,-213674,-213705,-213727,-213738,-213740,-213732,-213715,-213690,-213659,-213623,-213583,-213541,-213497,-213453,-213409,-213365,-213323,-213281,-213240,-213200,-213160,-213120
-213120,-213116,-213113,-213110,-213107,-213105,-213105,-213106,-213109,-213115,-213123,-213136,-213153,-213174,-213201,-213234,-213274,-213319,-213370,-213428,-213489,-213554,-213619,-213682,-213740,-213789,-213828,-213855,-213870,-213871,-213861,-213839,-213808,-213770,-213725,-213676,-213624,-213571,-213517,-213464,-213412,-213361,-213311,-213262,-213215,-213167,-213120
-213120,-213115,-213110,-213105,-213101,-213098,-213096,-213097,-213099,-213105,-213114,-213127,-213145,-213169,-213200,-213238,-213283,-213336,-213398,-213466,-213542,-213622,-213703,-213783,-213856,-213919,-213968,-214002,-214019,-214020,-214006,-213979,-213941,-213893,-213838,-213778,-213715,-213651,-213587,-213524,-213462,-213402,-213343,-213286,-213231,-213175,-213120
-213120,-213113,-213106,-213100,-213094,-213089,-213086,-213085,-213086,-213091,-213100,-213113,-213133,-213159,-213192,-213235,-213286,-213348,-213419,-213501,-213592,-213691,-213793,-213894,-213987,-214067,-214128,-214169,-214189,-214189,-214171,-214137,-214089,-214029,-213962,-213890,-213814,-213738,-213662,-213588,-213516,-213446,-213378,-213312,-213247,-213184,-213120
-213120,-213111,-213101,-213093,-213084,-213077,-213072,-213069,-213069,-213072,-213080,-213094,-213114,-213141,-213177,-213223,-213281,-213351,-213433,-213528,-213639,-213759,-213886,-214015,-214135,-214236,-214312,-214360,-214383,-214381,-214357,-214314,-214254,-214181,-214099,-214011,-213922,-213832,-213743,-213656,-213573,-213492,-213414,-213339,-213265,-213192,-213120
-213120,-213108,-213096,-213084,-213073,-213063,-213055,-213049,-213047,-213048,-213055,-213067,-213087,-213115,-213152,-213201,-213266,-213344,-213434,-213543,-213677,-213822,-213980,-214149,-214306,-214434,-214526,-214582,-214605,-214599,-214568,-214514,-214438,-214347,-214247,-214143,-214036,-213931,-213828,-213729,-213633,-213541,-213452,-213367,-213283,-213202,-213120
-213120,-213104,-213089,-213073,-213059,-213045,-213034,-213024,-213019,-213018,-213022,-213033,-213052,-213078,-213115,-213165,-213237,-213325,-213417,-213534,-213705,-213875,-214063,-214296,-214507,-214670,-214779,-214839,-214859,-214846,-214806,-214739,-214642,-214529,-214407,-214283,-214158,-214036,-213917,-213804,-213695,-213591,-213491,-213395,-213302,-213211,-213120
-213120,-213100,-213081,-213061,-213042,-213024,-213008,-212995,-212985,-212980,-212982,-212991,-213008,-213032,-213064,-213106,-213194,-213301,-213377,-213471,-213736,-213910,-214104,-214465,-214759,-214960,-215082,-215139,-215147,-215123,-215072,-214997,-214868,-214725,-214577,-214430,-214285,-214144,-214009,-213881,-213758,-213642,-213531,-213425,-213322,-213220,-213120
-213120,-213096,-213071,-213046,-213022,-212999,-212977,-212959,-212944,-212935,-212933,-212939,-212956,-212979,-213002,-213000,-213134,-213308,-213320,-213237,-213859,-213924,-213980,-214700,-215104,-215332,-215449,-215489,-215469,-215426,-215365,-215310,-215111,-214930,-214753,-214581,-214414,-214254,-214102,-213958,-213822,-213694,-213571,-213454,-213341,-213230,-213120
-213120,-213090,-213060,-213030,-212999,-212970,-212942,-212916,-212895,-212879,-212873,-212877,-212894,-212926,-212966,-212996,-213079,-213348,-213551,-213584,-214004,-214457,-214465,-215224,-215594,-215778,-215856,-215859,-215788,-215625,-215617,-215531,-215339,-215135,-214932,-214734,-214544,-214365,-214195,-214036,-213886,-213745,-213611,-213483,-213360,-213239,-213120
-213120,-213084,-213048,-213011,-212974,-212937,-212901,-212867,-212837,-212813,-212799,-212799,-212818,-212862,-212940,-213084,-212998,-213525,-213953,-214359,-214883,-215436,-215899,-216135,-216271,-216330,-216338,-216303,-216200,-215923,-215948,-215807,-215583,-215345,-215110,-214885,-214672,-214473,-214286,-214111,-213947,-213794,-213649,-213511,-213378,-213249,-213120
-213120,-213077,-213034,-212990,-212945,-212900,-212854,-212810,-212769,-212735,-212710,-212701,-212716,-212763,-212849,-212935,-213286,-213799,-214378,-215015,-215732,-216507,-217378,-217148,-217025,-216933,-216863,-216817,-216784,-216738,-216447,-216142,-215842,-215555,-215285,-215031,-214795,-214576,-214372,-214182,-214006,-213841,-213685,-213538,-213396,-213257,-213120
-213120,-213070,-213020,-212968,-212914,-212859,-212803,-212747,-212692,-212643,-212602,-212577,-212579,-212625,-212755,-213068,-213413,-214008,-214746,-215591,-216524,-217481,-218334,-218053,-217748,-217513,-217366,-217316,-217382,-217621,-216959,-216475,-216093,-215754,-215448,-215167,-214909,-214671,-214452,-214249,-214060,-213884,-213719,-213562,-213412,-213265,-213120
-213120,-213063,-213005,-212944,-212882,-212816,-212748,-212678,-212607,-212538,-212475,-212424,-212395,-212403,-212479,-212689,-213290,-214074,-215006,-216081,-217290,-218559,-219652,-218981,-218403,-218003,-217772,-217700,-217808,-217993,-217293,-216734,-216302,-215926,-215590,-215287,-215010,-214757,-214523,-214308,-214109,-213924,-213749,-213585,-213426,-213272,-213120
-213120,-213056,-212989,-212921,-212848,-212772,-212691,-212605,-212516,-212424,-212333,-212247,-212171,-212112,-212070,-211995,-212983,-213992,-215123,-216436,-217996,-219814,-221453,-219817,-218878,-218325,-218020,-217903,-217954,-218180,-217485,-216910,-216458,-216061,-215707,-215387,-215096,-214830,-214585,-214360,-214151,-213957,-213776,-213604,-213439,-213279,-213120
-213120,-213048,-212975,-212897,-212816,-212728,-212634,-212532,-212423,-212306,-212183,-212056,-211927,-211803,-211692,-211607,-212656,-213788,-215056,-216546,-218442,-221247,-221800,-219956,-218966,-218398,-218081,-217938,-217925,-217993,-217558,-217014,-216561,-216158,-215795,-215466,-215165,-214889,-214636,-214402,-214186,-213986,-213798,-213620,-213449,-213284,-213120
-213120,-213041,-212961,-212876,-212785,-212687,-212579,-212462,-212333,-212190,-212034,-211863,-211677,-211481,-211289,-211154,-212247,-213450,-214766,-216251,-217981,-220013,-219942,-219239,-218634,-218220,-217969,-217844,-217813,-217870,-217739,-217078,-216617,-216218,-215856,-215523,-215217,-214935,-214675,-214435,-214214,-214008,-213815,-213632,-213458,-213288,-213120
-213120,-213035,-212948,-212856,-212758,-212650,-212531,-212399,-212251,-212084,-211896,-211681,-211435,-211152,-210828,-210474,-211729,-212996,-214309,-215709,-217216,-218732,-218716,-218423,-218112,-217877,-217731,-217655,-217614,-217551,-217331,-216983,-216615,-216246,-215893,-215561,-215252,-214966,-214702,-214458,-214233,-214023,-213827,-213641,-213463,-213291,-213120
-213120,-213031,-212938,-212840,-212735,-212619,-212491,-212346,-212183,-211996,-211780,-211527,-211228,-210863,-210396,-209719,-211197,-212498,-213763,-215062,-216443,-217991,-217766,-217626,-217514,-217446,-217423,-217431,-217438,-217390,-217209,-216943,-216615,-216263,-215915,-215583,-215272,-214984,-214717,-214471,-214243,-214031,-213833,-213646,-213466,-213292,-213120
-213120,-213027,-212931,-212829,-212718,-212597,-212461,-212308,-212133,-211932,-211696,-211417,-211083,-210676,-210175,-209564,-210843,-212036,-213185,-214332,-215502,-216656,-216733,-216799,-216873,-216968,-217084,-217209,-217316,-217362,-217283,-216989,-216643,-216280,-215927,-215591,-215278,-214988,-214720,-214473,-214245,-214033,-213834,-213646,-213467,-213292,-213120
-213120,-213025,-212926,-212822,-212709,-212584,-212444,-212287,-212106,-211897,-211651,-211359,-211008,-210580,-210064,-209485,-210576,-211619,-212607,-213581,-214575,-215412,-215711,-215962,-216212,-216470,-216736,-217005,-217257,-217457,-217537,-217108,-216689,-216294,-215925,-215584,-215268,-214978,-214711,-214465,-214237,-214027,-213829,-213643,-213465,-213291,-213120
-213120,-213024,-212925,-212820,-212706,-212581,-212441,-212282,-212102,-211893,-211648,-211358,-211007,-210571,-210013,-209256,-210356,-211256,-212044,-212809,-213806,-214507,-214738,-215127,-215544,-215964,-216386,-216816,-217250,-217671,-217981,-217232,-216715,-216285,-215903,-215557,-215241,-214953,-214688,-214445,-214221,-214013,-213819,-213635,-213459,-213289,-213120
-213120,-213025,-212927,-212823,-212710,-212587,-212450,-212296,-212120,-211920,-211687,-211414,-211087,-210684,-210162,-209439,-210335,-211006,-211502,-211806,-211766,-212863,-213607,-214262,-214872,-215455,-216030,-216621,-217257,-217997,-217654,-217136,-216658,-216232,-215851,-215507,-215195,-214911,-214652,-214414,-214195,-213992,-213803,-213623,-213452,-213285,-213120
-213120,-213027,-212931,-212830,-212721,-212602,-212471,-212324,-212160,-211974,-211762,-211521,-211242,-210913,-210511,-209964,-210540,-210930,-211153,-211148,-210735,-211573,-212566,-213444,-214226,-214953,-215659,-216380,-217162,-218085,-217502,-217006,-216550,-216138,-215767,-215432,-215129,-214854,-214603,-214373,-214161,-213965,-213781,-213608,-213441,-213280,-213120
-213120,-213031,-212939,-212842,-212738,-212625,-212502,-212366,-212215,-212048,-211864,-211661,-211443,-211215,-211005,-210911,-210932,-211019,-211032,-210897,-210568,-210126,-211641,-212720,-213635,-214472,-215274,-216078,-216924,-217881,-217262,-216834,-216402,-216007,-215652,-215331,-215042,-214779,-214540,-214320,-214118,-213930,-213754,-213588,-213428,-213273,-213120
