-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075
-129075,-129085,-129096,-129107,-129119,-129132,-129145,-129159,-129173,-129187,-129202,-129216,-129229,-129242,-129252,-129261,-129267,-129271,-129272,-129269,-129264,-129255,-129245,-129232,-129219,-129204,-129190,-129176,-129162,-129150,-129138,-129128,-129119,-129111,-129104,-129098,-129093,-129088,-129084,-129079,-129075
-129075,-129096,-129118,-129141,-129165,-129191,-129218,-129246,-129274,-129304,-129333,-129362,-129390,-129415,-129436,-129454,-129467,-129474,-129475,-129470,-129459,-129442,-129420,-129394,-129366,-129337,-129307,-129278,-129251,-129225,-129203,-129182,-129164,-129148,-129134,-129122,-129111,-129101,-129092,-129083,-129075
-129075,-129108,-129142,-129177,-129214,-129253,-129295,-129338,-129382,-129428,-129473,-129518,-129560,-129598,-129632,-129660,-129679,-129691,-129692,-129684,-129666,-129639,-129605,-129564,-129520,-129473,-129427,-129383,-129341,-129302,-129267,-129236,-129209,-129185,-129164,-129146,-129129,-129115,-129101,-129088,-129075
-129075,-129120,-129167,-129216,-129267,-129321,-129378,-129437,-129499,-129561,-129624,-129686,-129744,-129798,-129845,-129883,-129910,-129926,-129928,-129916,-129890,-129852,-129802,-129745,-129682,-129617,-129552,-129490,-129432,-129379,-129332,-129290,-129254,-129222,-129194,-129169,-129148,-129128,-129109,-129092,-129075
-129075,-129134,-129195,-129258,-129325,-129395,-129469,-129546,-129626,-129707,-129789,-129869,-129946,-130016,-130078,-130129,-130165,-130186,-130188,-130172,-130137,-130084,-130017,-129939,-129854,-129766,-129681,-129599,-129524,-129457,-129397,-129344,-129298,-129258,-129223,-129193,-129166,-129141,-129118,-129096,-129075
-129075,-129149,-129225,-129304,-129387,-129475,-129568,-129665,-129765,-129867,-129971,-130072,-130169,-130259,-130338,-130402,-130450,-130477,-130480,-130459,-130412,-130342,-130253,-130149,-130037,-129923,-129813,-129710,-129616,-129533,-129460,-129396,-129341,-129294,-129252,-129216,-129183,-129154,-129127,-129101,-129075
-129075,-129165,-129258,-129354,-129456,-129563,-129676,-129795,-129917,-130043,-130170,-130296,-130416,-130528,-130627,-130709,-130770,-130805,-130810,-130783,-130723,-130631,-130514,-130378,-130232,-130086,-129947,-129819,-129705,-129605,-129519,-129446,-129382,-129328,-129280,-129238,-129201,-129167,-129135,-129105,-129075
-129075,-129183,-129294,-129409,-129531,-129659,-129794,-129937,-130084,-130237,-130390,-130543,-130690,-130827,-130950,-131053,-131131,-131177,-131186,-131153,-131077,-130958,-130804,-130626,-130438,-130251,-130077,-129922,-129787,-129672,-129574,-129491,-129420,-129359,-129306,-129260,-129218,-129179,-129144,-129109,-129075
-129075,-129202,-129332,-129468,-129611,-129763,-129922,-130091,-130266,-130447,-130631,-130814,-130992,-131159,-131310,-131439,-131539,-131601,-131617,-131580,-131485,-131331,-131130,-130896,-130651,-130414,-130199,-130014,-129858,-129729,-129621,-129531,-129454,-129389,-129331,-129280,-129234,-129192,-129152,-129113,-129075
-129075,-129222,-129373,-129531,-129698,-129874,-130060,-130257,-130462,-130676,-130893,-131110,-131323,-131525,-131710,-131870,-131998,-132084,-132115,-132078,-131962,-131764,-131497,-131187,-130865,-130562,-130300,-130085,-129911,-129772,-129658,-129564,-129484,-129415,-129355,-129300,-129251,-129204,-129160,-129117,-129075
