-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957,-103957
-103957,-103955,-103954,-103952,-103950,-103948,-103945,-103943,-103941,-103938,-103936,-103933,-103931,-103928,-103926,-103925,-103923,-103922,-103921,-103921,-103922,-103923,-103924,-103926,-103928,-103930,-103932,-103934,-103937,-103939,-103941,-103943,-103945,-103947,-103949,-103950,-103952,-103953,-103954,-103956,-103957
-103957,-103954,-103950,-103946,-103942,-103938,-103934,-103929,-103924,-103919,-103914,-103908,-103903,-103899,-103894,-103891,-103888,-103886,-103885,-103885,-103885,-103887,-103890,-103893,-103897,-103902,-103906,-103911,-103916,-103921,-103925,-103929,-103933,-103937,-103940,-103943,-103946,-103949,-103952,-103954,-103957
-103957,-103952,-103946,-103940,-103934,-103928,-103921,-103914,-103906,-103898,-103890,-103882,-103875,-103867,-103861,-103855,-103851,-103847,-103846,-103846,-103847,-103850,-103854,-103859,-103866,-103872,-103880,-103887,-103894,-103901,-103908,-103915,-103921,-103926,-103931,-103936,-103941,-103945,-103949,-103953,-103957
-103957,-103950,-103942,-103934,-103926,-103917,-103907,-103897,-103887,-103876,-103865,-103854,-103843,-103833,-103824,-103817,-103810,-103806,-103803,-103803,-103805,-103809,-103815,-103823,-103832,-103841,-103852,-103862,-103872,-103882,-103891,-103900,-103908,-103915,-103922,-103929,-103935,-103941,-103946,-103952,-103957
-103957,-103948,-103938,-103927,-103917,-103905,-103893,-103880,-103866,-103852,-103838,-103824,-103810,-103796,-103785,-103774,-103766,-103760,-103757,-103757,-103760,-103765,-103773,-103784,-103795,-103808,-103822,-103835,-103848,-103861,-103873,-103884,-103895,-103904,-103913,-103921,-103929,-103936,-103943,-103950,-103957
-103957,-103945,-103933,-103920,-103907,-103892,-103877,-103861,-103844,-103826,-103808,-103790,-103773,-103756,-103741,-103727,-103717,-103709,-103705,-103705,-103709,-103717,-103727,-103741,-103756,-103773,-103790,-103807,-103824,-103840,-103854,-103868,-103881,-103893,-103904,-103914,-103923,-103932,-103941,-103949,-103957
-103957,-103943,-103928,-103912,-103896,-103879,-103860,-103840,-103820,-103798,-103776,-103754,-103732,-103711,-103692,-103675,-103662,-103652,-103648,-103648,-103653,-103662,-103676,-103694,-103714,-103735,-103757,-103778,-103798,-103817,-103835,-103852,-103867,-103881,-103894,-103906,-103917,-103927,-103938,-103947,-103957
-103957,-103940,-103922,-103904,-103885,-103864,-103842,-103818,-103793,-103767,-103741,-103714,-103687,-103661,-103638,-103617,-103600,-103588,-103582,-103582,-103589,-103602,-103620,-103642,-103668,-103694,-103721,-103747,-103772,-103795,-103816,-103835,-103853,-103869,-103884,-103898,-103911,-103923,-103934,-103946,-103957
-103957,-103937,-103917,-103895,-103872,-103848,-103822,-103795,-103765,-103734,-103702,-103670,-103638,-103607,-103578,-103552,-103531,-103516,-103508,-103508,-103517,-103533,-103557,-103586,-103618,-103652,-103685,-103716,-103745,-103772,-103796,-103818,-103838,-103857,-103874,-103890,-103904,-103918,-103931,-103944,-103957
