-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120,-213120
-213120,-213117,-213114,-213111,-213108,-213104,-213100,-213096,-213092,-213088,-213084,-213080,-213076,-213072,-213069,-213066,-213064,-213062,-213061,-213060,-213060,-213061,-213061,-213062,-213064,-213065,-213067,-213069,-213071,-213074,-213077,-213079,-213082,-213086,-213089,-213092,-213095,-213099,-213102,-213104,-213107,-213110,-213113,-213115,-213118,-213120
-213120,-213114,-213108,-213101,-213095,-213087,-213080,-213072,-213063,-213055,-213046,-213038,-213030,-213022,-213016,-213010,-213006,-213002,-213000,-212999,-212999,-213000,-213001,-213003,-213006,-213009,-213013,-213017,-213021,-213026,-213032,-213038,-213044,-213050,-213057,-213064,-213070,-213076,-213083,-213089,-213094,-213100,-213105,-213110,-213115,-213120
-213120,-213111,-213101,-213091,-213081,-213070,-213058,-213046,-213033,-213020,-213006,-212993,-212981,-212970,-212960,-212951,-212944,-212939,-212936,-212935,-212935,-212936,-212938,-212941,-212945,-212950,-212956,-212962,-212969,-212977,-212985,-212994,-213004,-213014,-213024,-213034,-213044,-213054,-213063,-213072,-213081,-213089,-213097,-213105,-213112,-213120
-213120,-213107,-213094,-213081,-213066,-213051,-213035,-213018,-213000,-212982,-212963,-212946,-212928,-212913,-212899,-212887,-212878,-212872,-212868,-212866,-212866,-212868,-212872,-212876,-212882,-212888,-212896,-212904,-212914,-212924,-212935,-212948,-212961,-212974,-212988,-213002,-213016,-213029,-213042,-213055,-213067,-213078,-213089,-213099,-213110,-213120
-213120,-213104,-213087,-213069,-213051,-213031,-213010,-212988,-212964,-212941,-212917,-212893,-212871,-212850,-212832,-212817,-212806,-212798,-212793,-212792,-212793,-212796,-212801,-212807,-212814,-212823,-212832,-212843,-212854,-212868,-212882,-212898,-212915,-212933,-212951,-212969,-212987,-213004,-213021,-213037,-213052,-213066,-213080,-213094,-213107,-213120
-213120,-213100,-213079,-213057,-213034,-213009,-212983,-212955,-212926,-212896,-212865,-212836,-212807,-212781,-212758,-212740,-212726,-212716,-212712,-212711,-212713,-212718,-212725,-212733,-212742,-212752,-212764,-212776,-212791,-212807,-212825,-212844,-212866,-212888,-212910,-212933,-212955,-212977,-212998,-213017,-213036,-213054,-213071,-213088,-213104,-213120
-213120,-213096,-213070,-213044,-213016,-212985,-212953,-212920,-212884,-212847,-212809,-212772,-212736,-212704,-212676,-212653,-212636,-212626,-212622,-212623,-212627,-212635,-212644,-212654,-212665,-212677,-212690,-212705,-212721,-212740,-212762,-212786,-212812,-212839,-212867,-212895,-212922,-212949,-212974,-212998,-213020,-213041,-213062,-213082,-213101,-213120
-213120,-213091,-213061,-213030,-212996,-212961,-212922,-212882,-212839,-212794,-212748,-212702,-212658,-212617,-212582,-212555,-212536,-212526,-212523,-212527,-212535,-212545,-212557,-212570,-212584,-212597,-212612,-212628,-212646,-212668,-212693,-212722,-212753,-212787,-212821,-212854,-212887,-212919,-212949,-212977,-213003,-213028,-213052,-213075,-213098,-213120
-213120,-213086,-213051,-213015,-212976,-212934,-212889,-212841,-212790,-212736,-212681,-212625,-212570,-212520,-212477,-212444,-212423,-212414,-212414,-212422,-212435,-212450,-212466,-212483,-212498,-212513,-212528,-212545,-212565,-212589,-212618,-212652,-212690,-212730,-212771,-212811,-212850,-212888,-212922,-212955,-212986,-213015,-213042,-213069,-213094,-213120
-213120,-213081,-213042,-213000,-212955,-212907,-212855,-212799,-212739,-212675,-212609,-212540,-212473,-212410,-212356,-212316,-212293,-212287,-212294,-212309,-212329,-212351,-212372,-212392,-212409,-212425,-212440,-212456,-212475,-212501,-212534,-212574,-212620,-212669,-212718,-212766,-212812,-212856,-212896,-212933,-212968,-213001,-213032,-213062,-213091,-213120
-213120,-213076,-213031,-212984,-212933,-212879,-212820,-212756,-212686,-212612,-212533,-212450,-212367,-212287,-212218,-212167,-212144,-212144,-212161,-212187,-212218,-212248,-212276,-212300,-212320,-212334,-212347,-212360,-212377,-212402,-212439,-212488,-212544,-212604,-212663,-212720,-212774,-212823,-212869,-212912,-212951,-212988,-213022,-213056,-213088,-213120
-213120,-213071,-213021,-212969,-212912,-212851,-212785,-212712,-212633,-212547,-212454,-212355,-212252,-212149,-212055,-211988,-211966,-211980,-212015,-212059,-212104,-212145,-212182,-212211,-212232,-212244,-212251,-212257,-212267,-212289,-212329,-212390,-212462,-212536,-212608,-212674,-212735,-212792,-212843,-212890,-212934,-212975,-213013,-213049,-213085,-213120
-213120,-213067,-213011,-212953,-212891,-212824,-212750,-212670,-212581,-212484,-212377,-212260,-212132,-211996,-211863,-211762,-211750,-211793,-211859,-211929,-211991,-212045,-212094,-212129,-212150,-212156,-212154,-212148,-212145,-212156,-212196,-212280,-212375,-212468,-212553,-212630,-212699,-212762,-212818,-212870,-212918,-212962,-213003,-213043,-213082,-213120
-213120,-213062,-213002,-212939,-212871,-212798,-212718,-212630,-212533,-212425,-212305,-212170,-212015,-211838,-211637,-211444,-211477,-211580,-211697,-211803,-211887,-211950,-212016,-212061,-212080,-212077,-212060,-212034,-212007,-211993,-212017,-212155,-212289,-212404,-212504,-212590,-212666,-212734,-212795,-212851,-212902,-212950,-212995,-213037,-213079,-213120
-213120,-213057,-212993,-212925,-212852,-212774,-212688,-212594,-212489,-212373,-212243,-212094,-211918,-211701,-211402,-210898,-211135,-211354,-211546,-211700,-211802,-211850,-211960,-212019,-212032,-212013,-211973,-211919,-211858,-211791,-211722,-212032,-212218,-212354,-212464,-212557,-212638,-212710,-212775,-212834,-212888,-212939,-212986,-213032,-213076,-213120
-213120,-213053,-212984,-212912,-212835,-212752,-212661,-212562,-212452,-212331,-212195,-212040,-211860,-211643,-211371,-211026,-211297,-211556,-211793,-211993,-212130,-212118,-212279,-212300,-212270,-212213,-212143,-212065,-211985,-211904,-211825,-212031,-212196,-212328,-212438,-212532,-212615,-212690,-212757,-212819,-212876,-212929,-212979,-213027,-213074,-213120
