-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615,-139615
-139615,-139615,-139614,-139614,-139614,-139614,-139614,-139614,-139614,-139615,-139616,-139618,-139620,-139623,-139626,-139630,-139635,-139639,-139644,-139648,-139653,-139656,-139659,-139661,-139663,-139663,-139662,-139661,-139659,-139656,-139653,-139650,-139646,-139643,-139640,-139637,-139634,-139631,-139629,-139627,-139624,-139622,-139621,-139619,-139617,-139615
-139615,-139614,-139614,-139613,-139612,-139612,-139612,-139613,-139614,-139615,-139618,-139621,-139625,-139631,-139638,-139646,-139654,-139664,-139673,-139683,-139691,-139699,-139705,-139710,-139712,-139712,-139711,-139708,-139703,-139698,-139692,-139685,-139678,-139672,-139665,-139659,-139653,-139648,-139643,-139639,-139634,-139630,-139626,-139622,-139619,-139615
-139615,-139614,-139613,-139612,-139611,-139610,-139610,-139611,-139612,-139614,-139618,-139623,-139630,-139638,-139649,-139661,-139674,-139689,-139704,-139719,-139732,-139744,-139754,-139761,-139765,-139765,-139763,-139758,-139751,-139742,-139732,-139722,-139712,-139701,-139692,-139682,-139674,-139665,-139658,-139651,-139644,-139638,-139632,-139626,-139621,-139615
-139615,-139613,-139612,-139610,-139609,-139608,-139608,-139608,-139610,-139613,-139617,-139624,-139633,-139644,-139658,-139675,-139694,-139715,-139736,-139757,-139777,-139794,-139807,-139817,-139822,-139823,-139819,-139812,-139802,-139789,-139775,-139761,-139746,-139732,-139719,-139706,-139694,-139683,-139673,-139664,-139655,-139646,-139638,-139630,-139623,-139615
-139615,-139613,-139611,-139609,-139607,-139606,-139605,-139605,-139607,-139610,-139615,-139623,-139634,-139648,-139667,-139689,-139714,-139742,-139771,-139799,-139825,-139849,-139867,-139880,-139886,-139887,-139881,-139871,-139857,-139840,-139821,-139802,-139783,-139765,-139747,-139731,-139716,-139702,-139689,-139677,-139666,-139655,-139645,-139635,-139625,-139615
-139615,-139612,-139609,-139607,-139604,-139602,-139601,-139601,-139602,-139605,-139610,-139619,-139632,-139650,-139673,-139700,-139733,-139769,-139807,-139845,-139880,-139910,-139934,-139951,-139959,-139959,-139951,-139937,-139917,-139894,-139870,-139845,-139821,-139798,-139777,-139757,-139739,-139722,-139706,-139691,-139677,-139664,-139651,-139639,-139627,-139615
-139615,-139611,-139608,-139604,-139601,-139598,-139596,-139595,-139595,-139598,-139603,-139612,-139627,-139647,-139674,-139709,-139750,-139796,-139846,-139895,-139941,-139980,-140011,-140033,-140043,-140042,-140030,-140010,-139983,-139953,-139921,-139890,-139860,-139833,-139807,-139784,-139762,-139742,-139723,-139706,-139689,-139673,-139658,-139644,-139629,-139615
-139615,-139610,-139606,-139601,-139597,-139593,-139590,-139587,-139586,-139588,-139592,-139601,-139616,-139638,-139670,-139712,-139763,-139823,-139886,-139950,-140010,-140061,-140101,-140128,-140140,-140137,-140121,-140092,-140056,-140016,-139975,-139936,-139900,-139868,-139838,-139811,-139786,-139763,-139742,-139721,-139702,-139684,-139666,-139649,-139632,-139615
-139615,-139609,-139604,-139598,-139593,-139587,-139582,-139578,-139576,-139575,-139577,-139584,-139598,-139621,-139656,-139706,-139770,-139846,-139929,-140012,-140089,-140155,-140207,-140241,-140255,-140250,-140225,-140185,-140136,-140083,-140030,-139982,-139940,-139903,-139869,-139839,-139811,-139785,-139761,-139737,-139715,-139694,-139674,-139654,-139634,-139615
-139615,-139608,-139601,-139595,-139588,-139581,-139574,-139568,-139563,-139559,-139558,-139561,-139571,-139592,-139629,-139687,-139767,-139865,-139973,-140082,-140181,-140266,-140332,-140375,-140393,-140383,-140347,-140291,-140222,-140151,-140084,-140026,-139978,-139936,-139900,-139868,-139837,-139808,-139781,-139755,-139730,-139705,-139682,-139660,-139637,-139615
-139615,-139607,-139599,-139591,-139582,-139574,-139565,-139556,-139548,-139540,-139534,-139531,-139534,-139549,-139583,-139646,-139746,-139875,-140018,-140161,-140291,-140398,-140481,-140538,-140561,-140545,-140492,-140411,-140314,-140217,-140130,-140063,-140011,-139968,-139931,-139897,-139864,-139832,-139802,-139773,-139745,-139717,-139691,-139665,-139640,-139615
-139615,-139606,-139596,-139586,-139576,-139566,-139555,-139544,-139532,-139519,-139507,-139495,-139486,-139486,-139507,-139570,-139696,-139871,-140066,-140256,-140423,-140556,-140657,-140736,-140770,-140745,-140666,-140548,-140410,-140273,-140161,-140087,-140037,-139997,-139962,-139927,-139892,-139858,-139825,-139792,-139760,-139730,-139700,-139671,-139643,-139615
-139615,-139604,-139593,-139582,-139570,-139558,-139545,-139531,-139516,-139498,-139478,-139455,-139429,-139403,-139391,-139430,-139600,-139847,-140118,-140376,-140591,-140746,-140856,-140982,-141038,-141001,-140882,-140707,-140505,-140307,-140155,-140089,-140054,-140025,-139994,-139960,-139923,-139886,-139849,-139812,-139777,-139743,-139710,-139678,-139646,-139615
-139615,-139603,-139590,-139577,-139564,-139550,-139535,-139519,-139500,-139479,-139453,-139419,-139372,-139306,-139222,-139161,-139429,-139798,-140185,-140538,-140818,-140984,-141039,-141297,-141401,-141338,-141155,-140894,-140595,-140297,-140064,-140061,-140069,-140058,-140032,-139998,-139958,-139916,-139874,-139833,-139794,-139756,-139719,-139684,-139649,-139615
-139615,-139601,-139587,-139572,-139557,-139541,-139525,-139507,-139487,-139464,-139435,-139394,-139333,-139229,-139029,-138562,-139155,-139734,-140284,-140775,-141160,-141332,-141021,-141767,-141930,-141797,-141504,-141121,-140686,-140223,-139744,-140024,-140103,-140108,-140083,-140043,-139997,-139949,-139902,-139856,-139811,-139769,-139729,-139690,-139653,-139615
-139615,-139599,-139583,-139567,-139550,-139533,-139515,-139496,-139476,-139454,-139426,-139389,-139335,-139248,-139103,-138874,-139576,-140283,-140987,-141670,-142304,-142845,-143260,-143480,-143301,-142898,-142388,-141832,-141258,-140681,-140107,-140190,-140212,-140192,-140149,-140097,-140041,-139984,-139930,-139878,-139829,-139783,-139739,-139697,-139656,-139615
-139615,-139597,-139579,-139560,-139542,-139523,-139504,-139485,-139466,-139447,-139426,-139402,-139370,-139324,-139260,-139182,-139993,-140835,-141710,-142616,-143541,-144484,-145538,-145590,-144897,-144105,-143319,-142560,-141833,-141136,-140468,-140419,-140364,-140299,-140229,-140157,-140087,-140020,-139958,-139899,-139845,-139795,-139747,-139702,-139658,-139615
