-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075,-129075
-129075,-129083,-129092,-129101,-129110,-129120,-129131,-129143,-129155,-129167,-129181,-129194,-129207,-129221,-129234,-129246,-129257,-129266,-129275,-129281,-129286,-129289,-129290,-129289,-129285,-129281,-129274,-129266,-129256,-129246,-129234,-129222,-129210,-129197,-129185,-129173,-129161,-129150,-129139,-129129,-129119,-129110,-129101,-129092,-129084,-129075
-129075,-129092,-129109,-129127,-129147,-129167,-129189,-129213,-129237,-129263,-129290,-129317,-129344,-129371,-129397,-129422,-129444,-129464,-129480,-129494,-129503,-129509,-129511,-129508,-129502,-129492,-129478,-129462,-129442,-129421,-129397,-129373,-129348,-129322,-129297,-129273,-129249,-129226,-129205,-129184,-129164,-129145,-129127,-129110,-129092,-129075
-129075,-129101,-129127,-129155,-129185,-129217,-129251,-129287,-129325,-129364,-129405,-129447,-129489,-129530,-129570,-129607,-129641,-129671,-129697,-129717,-129732,-129740,-129743,-129739,-129729,-129714,-129693,-129667,-129637,-129604,-129568,-129530,-129492,-129453,-129415,-129377,-129341,-129306,-129273,-129241,-129211,-129182,-129155,-129128,-129101,-129075
-129075,-129110,-129147,-129186,-129227,-129270,-129317,-129366,-129418,-129472,-129529,-129586,-129644,-129700,-129755,-129806,-129852,-129894,-129929,-129956,-129976,-129987,-129990,-129985,-129972,-129950,-129921,-129885,-129844,-129798,-129748,-129696,-129643,-129590,-129538,-129486,-129437,-129389,-129344,-129301,-129260,-129221,-129183,-129147,-129111,-129075
-129075,-129121,-129168,-129218,-129271,-129328,-129388,-129451,-129519,-129589,-129662,-129736,-129811,-129884,-129954,-130021,-130081,-130134,-130179,-130215,-130240,-130254,-130258,-130251,-130233,-130204,-130166,-130119,-130065,-130005,-129941,-129873,-129804,-129736,-129668,-129602,-129538,-129477,-129419,-129364,-129311,-129261,-129213,-129167,-129121,-129075
-129075,-129132,-129192,-129254,-129320,-129390,-129465,-129544,-129628,-129716,-129807,-129899,-129992,-130084,-130172,-130255,-130331,-130397,-130453,-130496,-130527,-130545,-130549,-130540,-130517,-130481,-130432,-130373,-130304,-130228,-130147,-130062,-129976,-129890,-129806,-129724,-129645,-129570,-129498,-129430,-129365,-129304,-129245,-129187,-129131,-129075
-129075,-129145,-129217,-129292,-129372,-129457,-129548,-129645,-129747,-129854,-129964,-130077,-130191,-130303,-130410,-130512,-130604,-130685,-130753,-130805,-130842,-130863,-130867,-130855,-130827,-130782,-130722,-130649,-130563,-130469,-130369,-130265,-130160,-130055,-129953,-129853,-129758,-129667,-129581,-129500,-129422,-129348,-129278,-129209,-129142,-129075
-129075,-129158,-129244,-129334,-129429,-129530,-129638,-129753,-129875,-130002,-130135,-130270,-130406,-130541,-130671,-130793,-130904,-131001,-131082,-131144,-131188,-131212,-131216,-131201,-131167,-131112,-131039,-130949,-130844,-130729,-130607,-130481,-130355,-130230,-130108,-129990,-129878,-129770,-129669,-129573,-129482,-129395,-129312,-129232,-129153,-129075
-129075,-129172,-129273,-129378,-129489,-129608,-129735,-129870,-130013,-130163,-130319,-130479,-130640,-130800,-130955,-131100,-131233,-131349,-131444,-131517,-131566,-131593,-131598,-131580,-131539,-131474,-131386,-131276,-131149,-131009,-130862,-130711,-130561,-130414,-130271,-130134,-130003,-129878,-129761,-129649,-129544,-129444,-129348,-129256,-129165,-129075
