-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7,-98583.7
-98583.7,-98583.1,-98582.4,-98581.7,-98581,-98580.1,-98579.3,-98578.3,-98577.3,-98576.2,-98575,-98573.8,-98572.6,-98571.3,-98570,-98568.7,-98567.5,-98566.3,-98565.2,-98564.3,-98563.5,-98562.9,-98562.6,-98562.5,-98562.7,-98563.2,-98564,-98564.9,-98566,-98567.3,-98568.6,-98570,-98571.3,-98572.6,-98573.8,-98574.9,-98576,-98577,-98577.9,-98578.7,-98579.5,-98580.3,-98581,-98581.7,-98582.4,-98583,-98583.7
-98583.7,-98582.4,-98581.1,-98579.6,-98578.1,-98576.5,-98574.7,-98572.8,-98570.7,-98568.5,-98566.1,-98563.6,-98561.1,-98558.5,-98555.9,-98553.3,-98550.8,-98548.4,-98546.2,-98544.3,-98542.7,-98541.5,-98540.9,-98540.7,-98541.1,-98542.1,-98543.6,-98545.6,-98547.9,-98550.5,-98553.2,-98555.9,-98558.6,-98561.2,-98563.7,-98566,-98568.1,-98570.1,-98571.9,-98573.6,-98575.3,-98576.8,-98578.2,-98579.6,-98581,-98582.3,-98583.7
-98583.7,-98581.7,-98579.7,-98577.5,-98575.1,-98572.6,-98569.9,-98566.9,-98563.7,-98560.3,-98556.7,-98553,-98549.1,-98545.1,-98541.1,-98537.1,-98533.3,-98529.6,-98526.2,-98523.3,-98520.8,-98519,-98517.9,-98517.7,-98518.3,-98519.8,-98522.2,-98525.3,-98528.9,-98532.9,-98537.1,-98541.4,-98545.5,-98549.5,-98553.2,-98556.7,-98559.9,-98562.9,-98565.7,-98568.3,-98570.8,-98573.1,-98575.3,-98577.4,-98579.5,-98581.6,-98583.7
-98583.7,-98581,-98578.1,-98575.1,-98571.9,-98568.5,-98564.7,-98560.7,-98556.4,-98551.7,-98546.8,-98541.7,-98536.3,-98530.9,-98525.4,-98520,-98514.7,-98509.6,-98505,-98500.9,-98497.4,-98494.8,-98493.2,-98492.9,-98493.7,-98495.9,-98499.2,-98503.6,-98508.7,-98514.4,-98520.3,-98526.2,-98531.9,-98537.3,-98542.4,-98547.1,-98551.4,-98555.5,-98559.2,-98562.7,-98566,-98569.2,-98572.2,-98575.1,-98578,-98580.8,-98583.7
-98583.7,-98580.2,-98576.5,-98572.7,-98568.5,-98564.1,-98559.3,-98554.1,-98548.5,-98542.5,-98536.2,-98529.6,-98522.7,-98515.7,-98508.7,-98501.6,-98494.8,-98488.2,-98482.1,-98476.7,-98472.1,-98468.5,-98466.4,-98465.7,-98466.9,-98469.7,-98474.2,-98480.2,-98487.1,-98494.7,-98502.5,-98510.3,-98517.7,-98524.6,-98531.1,-98537,-98542.5,-98547.6,-98552.3,-98556.7,-98561,-98565,-98568.8,-98572.6,-98576.3,-98580,-98583.7
-98583.7,-98579.3,-98574.8,-98570,-98564.9,-98559.4,-98553.4,-98547,-98540.1,-98532.7,-98524.9,-98516.6,-98508.1,-98499.4,-98490.7,-98481.9,-98473.4,-98465.2,-98457.5,-98450.5,-98444.5,-98439.7,-98436.7,-98435.8,-98437.1,-98440.8,-98446.8,-98454.6,-98463.8,-98473.7,-98483.8,-98493.7,-98503,-98511.5,-98519.3,-98526.5,-98533.1,-98539.2,-98544.9,-98550.3,-98555.5,-98560.4,-98565.2,-98569.9,-98574.5,-98579.1,-98583.7
-98583.7,-98578.4,-98572.9,-98567.2,-98561,-98554.3,-98547.1,-98539.4,-98531,-98522.1,-98512.7,-98502.8,-98492.5,-98482,-98471.3,-98460.8,-98450.4,-98440.3,-98430.8,-98422,-98414.2,-98408,-98403.8,-98402.2,-98403.7,-98408.4,-98416.2,-98426.5,-98438.5,-98451.4,-98464.3,-98476.5,-98487.8,-98498,-98507.2,-98515.5,-98523.2,-98530.3,-98537,-98543.4,-98549.5,-98555.5,-98561.2,-98566.9,-98572.5,-98578.1,-98583.7
-98583.7,-98577.4,-98570.9,-98564.1,-98556.8,-98549,-98540.5,-98531.3,-98521.4,-98510.9,-98499.7,-98487.9,-98475.7,-98463.2,-98450.6,-98438,-98425.6,-98413.6,-98402,-98391.1,-98381.2,-98372.9,-98367,-98364.3,-98365.8,-98371.7,-98381.9,-98395.5,-98411.3,-98427.9,-98444.1,-98459.2,-98472.6,-98484.3,-98494.8,-98504.1,-98512.7,-98520.8,-98528.4,-98535.8,-98543,-98550,-98556.8,-98563.6,-98570.3,-98577,-98583.7
-98583.7,-98576.4,-98568.9,-98560.9,-98552.4,-98543.3,-98533.4,-98522.8,-98511.3,-98499,-98485.9,-98472.2,-98457.9,-98443.3,-98428.5,-98413.8,-98399.2,-98385.1,-98371.3,-98358,-98345.4,-98334.2,-98325.6,-98321.1,-98322.2,-98329.6,-98343,-98361,-98382,-98403.6,-98424,-98442.2,-98457.7,-98470.8,-98482.1,-98492.3,-98501.6,-98510.5,-98519.1,-98527.5,-98535.8,-98543.9,-98552,-98559.9,-98567.8,-98575.8,-98583.7
-98583.7,-98575.3,-98566.7,-98557.5,-98547.8,-98537.3,-98526,-98513.8,-98500.6,-98486.5,-98471.4,-98455.6,-98439.1,-98422.1,-98405,-98388,-98371.3,-98354.9,-98338.9,-98322.9,-98307,-98291.8,-98278.9,-98271.2,-98271.3,-98280.4,-98298.2,-98322.6,-98350.8,-98379.2,-98405,-98426.7,-98444,-98457.8,-98469.5,-98479.9,-98489.7,-98499.3,-98508.8,-98518.3,-98527.8,-98537.2,-98546.6,-98555.9,-98565.1,-98574.4,-98583.7
-98583.7,-98574.2,-98564.4,-98554,-98543,-98531.2,-98518.4,-98504.5,-98489.6,-98473.5,-98456.3,-98438.2,-98419.3,-98399.8,-98380.1,-98360.6,-98341.7,-98323.4,-98305.3,-98286.6,-98266.8,-98245.9,-98226.1,-98212.5,-98210.2,-98221.5,-98245.7,-98279.6,-98318.4,-98356.5,-98389.1,-98414.4,-98432.5,-98445.8,-98456.7,-98466.8,-98476.7,-98486.9,-98497.3,-98508,-98518.8,-98529.7,-98540.5,-98551.3,-98562.1,-98572.9,-98583.7
-98583.7,-98573,-98562,-98550.5,-98538.1,-98524.9,-98510.5,-98495,-98478.3,-98460.2,-98440.9,-98420.3,-98398.8,-98376.5,-98353.9,-98331.7,-98310.7,-98290.7,-98271.3,-98250.7,-98226.9,-98198,-98166.4,-98141.7,-98134.7,-98149,-98182.7,-98230.7,-98285.7,-98338.4,-98379.7,-98408.1,-98424.6,-98435,-98443.6,-98452.4,-98462.1,-98472.8,-98484.3,-98496.4,-98508.7,-98521.2,-98533.8,-98546.2,-98558.7,-98571.2,-98583.7
